1288.74,2098
1177.19,2130
1054.27,2159.17
924.39,2182.56
791.783,2198.14
663.278,2203.79
543.799,2198.62
1280.32,1994.67
1162.72,2021.71
1032.66,2045.89
894.696,2065.02
754.172,2076.65
618.528,2079.08
494.836,2072.01
1273.58,1880.6
1151.17,1900.17
1015,1917.66
870.402,1930.54
723.241,1937.16
582.33,1936.01
455.153,1926.79
1269.07,1755.71
1143.54,1766.37
1003.41,1775.1
854.452,1780.09
703.095,1780.53
558.711,1775.5
429.607,1765.35
1267.53,1625.7
1141.18,1625.94
999.822,1624.53
849.719,1620.84
697.146,1614.59
552.108,1606.08
422.57,1595.1
1269.47,1495.21
1144.29,1485.02
1005.05,1473.7
856.769,1461.3
706.672,1448.79
563.529,1436.67
435.442,1425.76
1274.13,1368.54
1152.67,1349.05
1018.06,1328.62
875.446,1308.75
730.437,1290.59
591.473,1275.47
465.939,1263.95
1281.19,1250.66
1165.14,1223.57
1037.25,1196.51
901.832,1170.69
764.259,1148.29
631.451,1130.49
509.954,1118.44
1290,1144.31
1180.29,1111.98
1059.9,1079.9
933.259,1050.32
804.058,1024.68
678.7,1004.82
562.181,991.749
1299.64,1049.83
1196.46,1014.18
1084.4,979.526
966.438,947.257
846.239,920.011
728.517,898.64
618.189,884.426
