2390.83,2021.82
2322.04,2050.05
2241.44,2079.33
2148.45,2107.53
2040.67,2134.24
1919.45,2156.5
1785.67,2172.26
2424.76,1927.04
2357.13,1952.83
2277.23,1979.1
2183.19,2005.49
2072.54,2030.5
1945.63,2052
1804,2067.7
2453.66,1823.47
2388.24,1843.77
2309.1,1865.49
2214.76,1887.46
2102.15,1908.89
1970.76,1927.71
1821.53,1941.57
2476.83,1709.13
2412.88,1723.14
2334.8,1737.75
2240.73,1752.78
2127,1768.13
1992.19,1781.61
1836.68,1791.82
2491.61,1588.62
2428.87,1594.27
2351.69,1600.32
2257.71,1606.39
2143.32,1612.78
2006.17,1618.42
1846.69,1622.81
2497.32,1464.67
2434.36,1461.41
2357.45,1457.67
2263.26,1453.9
2148.44,1450
2010.26,1446.41
1849.41,1443.72
2492.74,1340.6
2429.14,1328.31
2351.18,1315.05
2256.48,1301.3
2141.33,1287.53
2003.68,1275.2
1844.1,1265.68
2478.68,1220.4
2413.37,1200.5
2334.23,1179.1
2238.45,1157.2
2123.43,1135.77
1987.64,1116.59
1831.92,1102.33
2456.61,1107.67
2389.48,1081.7
2308.4,1054.23
2212.01,1026.62
2097.86,1000.17
1965.26,977.226
1815.36,960.117
2428.14,1003.52
2358.74,973.662
2276.45,942.638
2180.46,911.5
2067.58,883.221
1939.27,858.417
1796.65,840.965
