1928.81,2577.52
1778.74,2618.88
1611.78,2645.64
1437.21,2652.65
1262.73,2639.55
1098.12,2608.53
948.589,2561.76
1967.61,2496.46
1806.91,2543.43
1624.9,2574.04
1431.92,2582.29
1239.67,2566.17
1060.85,2529.19
902.95,2475.85
2009.38,2392.77
1838.81,2443.82
1640.4,2478.18
1426.71,2487.46
1214.05,2468.29
1020.34,2425.4
854.735,2366.22
2052.17,2258.59
1873.24,2310.89
1657.66,2347.42
1421.51,2356.47
1186.95,2334.75
978.844,2287.62
807.564,2226.11
2091.15,2090.68
1906.28,2137.43
1676.09,2171.43
1417.43,2178.35
1161.75,2155.15
941.458,2108.66
767.189,2051.25
2118.98,1889.34
1932.03,1921.18
1691.8,1944.03
1416.27,1946.47
1145.45,1926.05
918.64,1888.09
744.284,1844.8
2128.94,1665.1
1942.67,1673.11
1700.88,1676.45
1421.49,1671.53
1147.31,1656.71
918.75,1637.24
745.245,1616.84
2118.36,1439.43
1934.33,1423.62
1700.22,1407.21
1432.09,1394.39
1168.12,1387.77
945.032,1387.67
773.654,1391.72
2087.99,1237.45
1911.37,1203.75
1691.82,1174.84
1446.32,1158.07
1203.14,1156.9
991.238,1169.48
821.539,1189.04
2048.85,1067.51
1880.98,1026.68
1680.19,993.313
1460.14,974.469
1241.34,976.479
1044.99,993.648
881.156,1021.27
