442.308,2152.13
393.14,2038.53
350.551,1908.22
319.325,1762.53
303.092,1605.33
304.794,1442.97
325.279,1282.43
539.633,2144.71
495.28,2034.1
456.755,1906.44
428.685,1764.14
414.228,1609.83
416.517,1450.91
435.729,1293.15
643.972,2130.42
606.145,2022.83
573.41,1899.36
549.643,1761.54
537.925,1612.92
540.855,1459
558.371,1306.94
752.715,2109.32
721.873,2005.66
695.894,1886.94
677.346,1755.43
668.778,1613.91
672.177,1467.74
687.461,1323.02
859.672,2083.88
836.413,1984.16
816.895,1870.86
803.273,1746.55
797.884,1613.36
801.468,1476.13
814.525,1340.16
961.866,2055.78
944.985,1960.34
931.409,1853.03
922.482,1736.2
919.479,1611.86
923.434,1484.11
934.413,1357.17
1057.39,2026.45
1046.24,1935.42
1037.48,1834.31
1032.29,1725.14
1031.52,1609.46
1035.61,1491.1
1044.7,1373.62
1144.63,1997.57
1137.68,1910.84
1132.86,1815.61
1130.55,1713.79
1131.44,1606.81
1135.69,1497.4
1143.3,1388.64
1222.63,1969.82
1219.34,1887.43
1217.43,1798
1217.14,1703.14
1219.22,1603.98
1223.45,1502.94
1230.08,1402.25
1292.67,1943.3
1291.67,1865.41
1291.81,1781.45
1293.24,1693.09
1295.93,1601.13
1300.11,1507.58
1305.75,1414.35
