1424.63,568.811
1552.09,638.058
1676.07,719.495
1790.37,807.853
1892.28,898.782
1979.61,987.752
2053.04,1071.68
1352.82,686.201
1473.12,751.518
1591.15,826.285
1701.8,906.118
1802.17,987.699
1889.88,1067.21
1965.2,1142.34
1292.82,799.198
1405.27,860.207
1516.56,927.941
1622.18,999.485
1719.37,1071.88
1806.33,1142.31
1882.24,1208.91
1243.3,905.123
1347.7,961.491
1451.82,1022.58
1551.49,1086.17
1644.84,1150.08
1729.56,1212.09
1805.17,1270.73
1203.69,1000.11
1300.56,1051.83
1397.32,1107.11
1491.02,1163.61
1579.68,1220.07
1661.42,1274.75
1735.57,1326.69
1172.25,1083.94
1262.04,1131.52
1351.97,1181.33
1439.59,1231.75
1523.34,1281.82
1601.6,1330.34
1673.63,1376.38
1147.28,1157.57
1230.37,1201.17
1314,1246.22
1395.82,1291.46
1474.59,1336.29
1549.15,1379.45
1618.38,1420.68
1127.29,1221.43
1204.63,1261.45
1282.37,1302.5
1358.79,1343.29
1432.95,1383.53
1503.5,1422.52
1570.07,1459.43
1111.3,1276.6
1183.41,1313.63
1255.82,1351.07
1327.34,1388.3
1396.88,1424.75
1463.95,1459.96
1527.37,1493.76
1098.4,1324.91
1165.63,1358.95
1233.47,1393.48
1300.41,1427.6
1366,1460.82
1429.22,1493.07
1489.87,1523.8
