1900.13,1743.19
1856.51,1691.44
1811.95,1639.54
1767.21,1588.47
1722.55,1538.21
1678.57,1489.54
1635.59,1442.72
1945.66,1714.48
1899.29,1659.88
1851.83,1605.2
1804,1551.39
1756.17,1498.83
1709.1,1448.1
1663.12,1399.67
1995.42,1681.83
1946.47,1624.17
1895.65,1566.4
1844.59,1509.86
1793.24,1454.77
1742.7,1402.19
1693.38,1352.17
2050.76,1644.06
1998.52,1583.03
1944.52,1522.21
1889.54,1462.75
1834.41,1405.38
1779.87,1350.86
1726.93,1299.48
2110.49,1600.95
2055.33,1536.43
1997.51,1472.34
1938.75,1410.21
1879.22,1350.46
1820.73,1294.28
1763.45,1241.81
2174.82,1552.24
2116.4,1484.02
2054.82,1416.77
1991.61,1351.75
1927.85,1290.12
1864.64,1232.29
1802.98,1179.05
2243.15,1497.07
2181.71,1425.37
2116.3,1354.72
2048.64,1287.25
1980.09,1223.59
1912.04,1164.69
1845.68,1111.09
2314.32,1436.13
2249.67,1360.58
2180.44,1287.05
2108.28,1217.09
2034.99,1152.09
1961.81,1092.43
1890.72,1039
2386.1,1369.64
2318.78,1291.01
2245.81,1214.49
2169.43,1142.55
2091.23,1076.35
2013.4,1016.64
1937.41,963.519
2456.89,1298.5
2387.06,1216.72
2311.06,1137.94
2230.56,1064.6
2148.13,997.711
2065.59,937.967
1984.92,885.941
